Title,English Name,Type,Episodes,Genres,Ranked,Aired,Streaming Platforms,Rating
Ningen Shikkaku: Director's Cut-ban,,Movie,1.0,,,2009-2009,,7.49
Chuunibyou demo Koi ga Shitai! Kirameki no... Slapstick Noel,,Special,1.0,,,2013-2013,,7.49
Charlotte: Tsuyoimono-tachi,,Special,1.0,,,2016-2016,,7.49
Hello!! Kiniro Mosaic,,TV,1.0,,,2015-2015,,7.49
City Hunter: Goodbye My Sweetheart,,TV,,,,1997-1997,,7.49
Denpa-teki na Kanojo,,OVA,2.0,,,2009-2009,,7.49
Fate/kaleid liner Prisma☆Illya 3rei!!,,TV,1.0,,,2016-2016,,7.49
Gintama: Monster Strike-hen,,ONA,2.0,,,2019-2019,,7.49
Hello World,,Movie,1.0,,,2019-2019,,7.49
Nanatsu no Taizai OVA,,OVA,2.0,,,2015-2015,,7.49
Hellsing,,TV,1.0,,,2001-2001,,7.49
Hibike! Euphonium: Kakedasu Monaka,,Special,1.0,,,2015-2015,,7.49
Jiisan Baasan Wakagaeru,,TV,1.0,,,2024-2024,,7.49
Nanbaka 2,,ONA,1.0,,,2017-2017,,7.49
Meitantei Conan Magic File 4: Osaka Okonomiyaki Odyssey,,OVA,1.0,,,2010-2010,,7.49
Tasogare Otome x Amnesia: Taima Otome,,Special,1.0,,,2012-2012,,7.49
Zipang,,TV,2.0,,,2004-2004,,7.49
Shine Post,,TV,1.0,,,2022-2022,,7.49
Sugar Sugar Rune,,TV,5.0,,,2005-2005,,7.49
Sword Art Online: Alicization - War of Underworld 2nd Season,,TV,1.0,,,2020-2020,,7.49
Magic Knight Rayearth II,,TV,2.0,,,1995-1995,,7.49
Tensei shitara Slime Datta Ken OVA,,OVA,5.0,,,2019-2019,,7.49
Voy@ger,,ONA,1.0,,,2021-2021,,7.49
Xingchen Bian: Xingchen Yao Hai,,ONA,1.0,,,2021-2021,,7.49
Yu☆Gi☆Oh! Duel Monsters,,TV,2.0,,,2000-2000,,7.49
Wakaokami wa Shougakusei! Movie,,Movie,1.0,,,2018-2018,,7.49
JoJo no Kimyou na Bouken,,OVA,6.0,,,1993-1993,,7.49
Kaichou wa Maid-sama!: Omake da yo!,,Special,1.0,,,2011-2011,,7.49
Kappa no Coo to Natsuyasumi,,Movie,1.0,,,2007-2007,,7.49
Kidou Senkan Nadesico,,TV,2.0,,,1996-1996,,7.49
Kono Subarashii Sekai ni Bakuen wo!,,TV,1.0,,,2023-2023,,7.49
Ling Qi 2,,TV,1.0,,,2018-2018,,7.49
Love Live! Nijigasaki Gakuen School Idol Doukoukai,,TV,1.0,,,2020-2020,,7.49
Macross Zero,,OVA,5.0,,,2002-2002,,7.49
Kore wa Zombie desu ka? of the Dead,,TV,1.0,,,2012-2012,,7.48
Sora no Aosa wo Shiru Hito yo,,Movie,1.0,,,2019-2019,,7.48
Tanoshii Muumin Ikka Bouken Nikki,,TV,2.0,,,1991-1991,,7.48
Wangan Midnight,,TV,2.0,,,2007-2007,,7.48
Yawara!,,TV,1.0,,,1989-1989,,7.48
Koi wa Ameagari no You ni,,TV,1.0,,,2018-2018,,7.48
Konohana Kitan,,TV,1.0,,,2017-2017,,7.48
Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,,TV,1.0,,,2019-2019,,7.48
Little Busters!,,TV,2.0,,,2012-2012,,7.48
Minami-ke Betsubara,,OVA,1.0,,,2009-2009,,7.48
"Momoko, Kaeru no Uta ga Kikoeru yo.",,Movie,1.0,,,2003-2003,,7.48
Owari no Seraph,,TV,1.0,,,2015-2015,,7.48
Ryuu to Sobakasu no Hime,,Movie,1.0,,,2021-2021,,7.48
Persona 4 the Animation: No One is Alone,,Special,1.0,,,2012-2012,,7.48
Shinseiki Evangelion Movie: Shi to Shinsei,,Movie,1.0,,,1997-1997,,7.48
Ranma ½: Akumu! Shunmin Kou,,OVA,1.0,,,2008-2008,,7.48
Shin Tennis no Oujisama Specials,,Special,7.0,,,2012-2012,,7.48
Crayon Shin-chan Movie 18: Chou Jikuu! Arashi wo Yobu Ora no Hanayome,,Movie,1.0,,,2010-2010,,7.48
Isekai Izakaya: Koto Aitheria no Izakaya Nobu,,ONA,2.0,,,2018-2018,,7.48
Air Gear,,TV,2.0,,,2006-2006,,7.48
Ao no Exorcist,,TV,2.0,,,2011-2011,,7.48
Area 88,,OVA,3.0,,,1985-1985,,7.48
Boku ga Aishita Subete no Kimi e,,Movie,1.0,,,2022-2022,,7.48
Ani ni Tsukeru Kusuri wa Nai!,,TV,1.0,,,2017-2017,,7.48
Demi-chan wa Kataritai: Demi-chan no Natsuyasumi,,ONA,1.0,,,2017-2017,,7.48
Futari-bun no Shoumei,,ONA,1.0,,,2022-2022,,7.48
Grappler Baki: Saidai Tournament-hen,,TV,2.0,,,2001-2001,,7.48
Gundam Build Divers Re:Rise 2nd Season,,ONA,1.0,,,2020-2020,,7.48
Heppoko Jikken Animation Excel♥Saga,,TV,2.0,,,1999-1999,,7.48
Shinryaku!! Ika Musume,,OVA,3.0,,,2012-2012,,7.47
Furiko,,Special,1.0,,,2012-2012,,7.47
"Haikara-san ga Tooru Movie 1: Benio, Hana no 17-sai",,Movie,1.0,,,2017-2017,,7.47
High School DxD New,,TV,1.0,,,2013-2013,,7.47
Hitoribocchi no Marumaru Seikatsu,,TV,1.0,,,2019-2019,,7.47
Hokuto no Ken Zero: Kenshirou Den,,Movie,1.0,,,2008-2008,,7.47
"Ijiranaide, Nagatoro-san 2nd Attack",,TV,1.0,,,2023-2023,,7.47
Isekai Quartet Movie: Another World,,Movie,1.0,,,2022-2022,,7.47
Jashin-chan Dropkick',,TV,1.0,,,2020-2020,,7.47
Xue Ying Ling Zhu 2nd Season,,ONA,2.0,,,2020-2020,,7.47
Shinryaku!? Ika Musume,,TV,1.0,,,2011-2011,,7.47
"Suteki desu wa, Sakura-chan! Tomoyo no Cardcaptor Sakura Katsuyaku Video Nikki!",,Special,3.0,,,1998-1998,,7.47
Tensei Oujo to Tensai Reijou no Mahou Kakumei,,TV,1.0,,,2023-2023,,7.47
"Tensei shitara Dainana Ouji Datta node, Kimama ni Majutsu wo Kiwamemasu",,TV,1.0,,,2024-2024,,7.47
Towa no Quon 5: Souzetsu no Raifuku,,Movie,1.0,,,2011-2011,,7.47
Xian Wang de Richang Shenghuo 4,,ONA,1.0,,,2023-2023,,7.47
Yong Sheng,,ONA,1.0,,,2022-2022,,7.47
Yuru Camp△ Season 2 Specials,,Special,2.0,,,2021-2021,,7.47
Da Yu Hai Tang (Movie),,Movie,1.0,,,2016-2016,,7.47
Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day,,Special,1.0,,,2015-2015,,7.47
Saenai Heroine no Sodatekata,,TV,1.0,,,2015-2015,,7.47
Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen,,Movie,1.0,,,2002-2002,,7.47
Saint☆Oniisan,,OVA,2.0,,,2012-2012,,7.47
Kamisama no Memochou,,TV,1.0,,,2011-2011,,7.47
Kamonohashi Ron no Kindan Suiri,,TV,1.0,,,2023-2023,,7.47
KanColle Movie,,Movie,1.0,,,2016-2016,,7.47
Koukaku Kidoutai Arise: Ghost in the Shell - Border:2 Ghost Whispers,,Movie,1.0,,,2013-2013,,7.47
Pokemon Generations,,ONA,1.0,,,2016-2016,,7.47
Psycho-Pass: Sinners of the System Case.2 - First Guardian,,Movie,1.0,,,2019-2019,,7.47
Cheng He Titong,,ONA,2.0,,,2024-2024,,7.47
Meng Qi Shi Shen: Huanxi Zhui Hun,,ONA,1.0,,,2022-2022,,7.47
Sarazanmai,,TV,1.0,,,2019-2019,,7.47
Acchi Kocchi,,TV,1.0,,,2012-2012,,7.47
Akame ga Kill!,,TV,2.0,,,2014-2014,,7.47
Another,,TV,1.0,,,2012-2012,,7.47
Bai She: Yuan Qi,,Movie,1.0,,,2019-2019,,7.47
Benghuai: Xing Qiong Tiedao - Fei Guang,,ONA,1.0,,,2023-2023,,7.47
Boku no Hero Academia the Movie 2: Heroes:Rising - Epilogue Plus - Yume wo Genjitsu ni,,Special,1.0,,,2020-2020,,7.47
Carnival Phantasm EX Season,,OVA,1.0,,,2011-2011,,7.46
Sekaiichi Hatsukoi: Propose-hen,,Movie,1.0,,,2020-2020,,7.46
Senki Zesshou Symphogear G,,TV,1.0,,,2013-2013,,7.46
Acchi Kocchi: Place=Princess,,Special,1.0,,,2012-2012,,7.46
Aikatsu!,,TV,1.0,,,2012-2012,,7.46
Amagi Brilliant Park,,TV,1.0,,,2014-2014,,7.46
Angel Densetsu,,OVA,2.0,,,1996-1996,,7.46
Bai She II: Qing She Jie Qi,,Movie,1.0,,,2021-2021,,7.46
Benghuai: Xing Qiong Tiedao - Xuanhuang,,ONA,1.0,,,2023-2023,,7.46
Hidamari Sketch,,TV,1.0,,,2007-2007,,7.46
City Hunter Movie: Shinjuku Private Eyes,,Movie,1.0,,,2019-2019,,7.46
Da Li Si Rizhi 2nd Season,,ONA,1.0,,,2022-2022,,7.46
Dead Mount Death Play Part 2,,TV,1.0,,,2023-2023,,7.46
Donten ni Warau,,TV,1.0,,,2014-2014,,7.46
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,,TV,1.0,,,2020-2020,,7.46
Fairy Tail OVA,,OVA,5.0,,,2011-2011,,7.46
Grisaia no Kajitsu,,TV,1.0,,,2014-2014,,7.46
Ouritsu Uchuugun: Honneamise no Tsubasa,,Movie,1.0,,,1987-1987,,7.46
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen OVA,,OVA,1.0,,,2020-2020,,7.46
Oushitsu Kyoushi Heine,,TV,1.0,,,2017-2017,,7.46
Sayonara Zetsubou Sensei Special,,Special,1.0,,,2012-2012,,7.46
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,,TV,1.0,,,2020-2020,,7.46
Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,,TV,1.0,,,2013-2013,,7.46
Orange: Mirai,,Movie,1.0,,,2016-2016,,7.46
Shen Lan Qi Yu Wushuang Zhu,,ONA,1.0,,,2022-2022,,7.46
Shixiong A Shixiong 2nd Season,,ONA,7.0,,,2023-2023,,7.46
Sugar Apple Fairy Tale,,TV,1.0,,,2023-2023,,7.46
Waga Seishun no Arcadia,,Movie,1.0,,,1982-1982,,7.46
Youjo Senki: Sabaku no Pasta Daisakusen,,ONA,1.0,,,2021-2021,,7.46
Yowamushi Pedal: Spare Bike,,Movie,1.0,,,2016-2016,,7.46
Yu☆Gi☆Oh! 5D's,,TV,1.0,,,2008-2008,,7.46
Tonari no Kaibutsu-kun,,TV,1.0,,,2012-2012,,7.46
Junjou Romantica,,TV,1.0,,,2008-2008,,7.46
Kyoukaisenjou no Horizon II,,TV,1.0,,,2012-2012,,7.46
Ling Long: Incarnation Part 2,,ONA,6.0,,,2020-2020,,7.46
Major 2nd 2nd Season,,TV,2.0,,,2020-2020,,7.46
Miira no Kaikata,,TV,1.0,,,2018-2018,,7.46
Naruto: Shippuuden Movie 5 - Blood Prison,,Movie,1.0,,,2011-2011,,7.46
Kamikaze Kaitou Jeanne,,TV,4.0,,,1999-1999,,7.46
New Initial D Movie: Battle Digest,,OVA,1.0,,,2022-2022,,7.46
Hokuto no Ken: Raoh Gaiden Junai-hen,,Movie,1.0,,,2006-2006,,7.45
Grappler Baki (TV),,TV,2.0,,,2001-2001,,7.45
Haha wo Tazunete Sanzenri,,TV,5.0,,,1976-1976,,7.45
Hanbun no Tsuki ga Noboru Sora,,TV,6.0,,,2006-2006,,7.45
Hime-chan no Ribbon,,TV,6.0,,,1992-1992,,7.45
Shokugeki no Souma: Ni no Sara OVA,,OVA,2.0,,,2017-2017,,7.45
Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon,,Movie,1.0,,,2011-2011,,7.45
Itsudatte Bokura no Koi wa 10 cm Datta.,,TV,6.0,,,2017-2017,,7.45
Shokugeki no Souma: San no Sara - Kyokuseiryou no Erina,,OVA,1.0,,,2018-2018,,7.45
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Movie: Orion no Ya,,Movie,1.0,,,2019-2019,,7.45
Fullmetal Alchemist: Brotherhood - 4-koma Gekijou,,Special,1.0,,,2009-2009,,7.45
Angel Beats! Another Epilogue,,Special,1.0,,,2010-2010,,7.45
Dragon Ball Super,,TV,1.0,,,2015-2015,,7.45
Doraemon Movie 34: Shin Nobita no Daimakyou - Peko to 5-nin no Tankentai,,Movie,1.0,,,2014-2014,,7.45
Do It Yourself!!,,TV,1.0,,,2022-2022,,7.45
Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,,Movie,1.0,,,2013-2013,,7.45
Chio-chan no Tsuugakuro,,TV,1.0,,,2018-2018,,7.45
Captain Tsubasa: Road to 2002,,TV,5.0,,,2001-2001,,7.45
Cang Yuan Tu: Dongning Fu Fanwai Pian,,ONA,4.0,,,2024-2024,,7.45
Burn the Witch #0.8,,TV,,,,2023-2023,,7.45
Soredemo Machi wa Mawatteiru,,TV,1.0,,,2010-2010,,7.45
Promare,,Movie,1.0,,,2019-2019,,7.45
Sidonia no Kishi: Ai Tsumugu Hoshi,,Movie,1.0,,,2021-2021,,7.45
Tsurune Movie: Hajimari no Issha,,Movie,1.0,,,2022-2022,,7.45
Suisei no Gargantia,,TV,1.0,,,2013-2013,,7.45
"Kumo desu ga, Nani ka?",,TV,2.0,,,2021-2021,,7.45
Senki Zesshou Symphogear GX,,TV,1.0,,,2015-2015,,7.45
Saki,,TV,2.0,,,2009-2009,,7.45
Paniponi Dash!: Danjite Okonaeba Kishin mo Kore wo Saku,,Special,1.0,,,2009-2009,,7.45
Oemojisangjuui,,ONA,8.0,,,2022-2022,,7.45
Motto! Ojamajo Doremi,,TV,5.0,,,2001-2001,,7.45
Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo,,Movie,1.0,,,2017-2017,,7.45
Magic Knight Rayearth,,TV,2.0,,,1994-1994,,7.45
Madang-eul Naon Amtalg,,Movie,1.0,,,2011-2011,,7.45
Lady Jewelpet,,TV,5.0,,,2014-2014,,7.45
Suzumiya Haruhi-chan no Yuuutsu,,ONA,2.0,,,2009-2009,,7.45
Ojamajo Doremi Sharp,,TV,4.0,,,2000-2000,,7.45
Kishuku Gakkou no Juliet,,TV,1.0,,,2018-2018,,7.45
Xiao Lu He Xiao Lan,,ONA,7.0,,,2018-2018,,7.45
Kara no Kyoukai Movie: Mirai Fukuin - Extra Chorus,,Special,1.0,,,2013-2013,,7.45
Taiho Shichau zo,,OVA,4.0,,,1994-1994,,7.45
Tennis no Oujisama: Another Story II - Ano Toki no Bokura,,OVA,4.0,,,2011-2011,,7.45
The iDOLM@STER: 765 Pro to Iu Monogatari,,Special,1.0,,,2012-2012,,7.45
Yong Sheng: Qizhuang Shanhe,,ONA,1.0,,,2024-2024,,7.45
Yozakura Quartet: Tsuki ni Naku,,OVA,3.0,,,2013-2013,,7.45
Kaleido Star: Aratanaru Tsubasa - Extra Stage,,OVA,1.0,,,2004-2004,,7.45
Days: Touin Gakuen-sen!,,OVA,3.0,,,2018-2018,,7.44
Digimon Adventure tri. 2: Ketsui,,Movie,1.0,,,2016-2016,,7.44
Shigofumi,,TV,1.0,,,2008-2008,,7.44
Doraemon Movie 15: Nobita to Mugen Sankenshi,,Movie,1.0,,,1994-1994,,7.44
Future GPX Cyber Formula Sin,,OVA,5.0,,,1998-1998,,7.44
"Goodbye, Don Glees!",,Movie,1.0,,,2022-2022,,7.44
Hetalia World Series,,ONA,4.0,,,2010-2010,,7.44
Shakugan no Shana,,TV,2.0,,,2005-2005,,7.44
Urusei Yatsura Movie 5: Kanketsu-hen,,Movie,1.0,,,1988-1988,,7.44
Super Cub,,TV,1.0,,,2021-2021,,7.44
Tales of Symphonia The Animation: Tethe'alla-hen,,OVA,4.0,,,2010-2010,,7.44
Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato desu kara,,OVA,1.0,,,2010-2010,,7.44
Tonari no Seki-kun Specials,,Special,2.0,,,2014-2014,,7.44
Vinland Saga Season 2: Drowning in the Shadow,,ONA,1.0,,,2023-2023,,7.44
Yaoguai Mingdan 2nd Season,,ONA,2.0,,,2017-2017,,7.44
Chuunibyou demo Koi ga Shitai! Ren: The Rikka Wars,,Special,1.0,,,2014-2014,,7.44
Yozakura Quartet: Hana no Uta,,TV,1.0,,,2013-2013,,7.44
Crayon Shin-chan Movie 22: Gachinko! Gyakushuu no Robo To-chan,,Movie,1.0,,,2014-2014,,7.44
Aishiteruze Baby★★,,TV,2.0,,,2004-2004,,7.44
Bai Lian Cheng Shen 2nd Season,,ONA,5.0,,,2023-2023,,7.44
Lady Lady!!,,TV,2.0,,,1987-1987,,7.44
Wonder Egg Priority,,TV,1.0,,,2021-2021,,7.44
Joshiraku,,TV,1.0,,,2012-2012,,7.44
Kamichu! Specials,,Special,4.0,,,2005-2005,,7.44
Kara no Kyoukai Movie 6: Boukyaku Rokuon,,Movie,1.0,,,2008-2008,,7.44
Kin no Kuni Mizu no Kuni,,Movie,1.0,,,2023-2023,,7.44
Kyuuketsuki Sugu Shinu 2,,TV,1.0,,,2023-2023,,7.44
Kengan Ashura,,ONA,1.0,,,2019-2019,,7.44
Mahou Shoujo Lyrical Nanoha: Reflection,,Movie,1.0,,,2017-2017,,7.44
Mahoutsukai Precure! Movie: Kiseki no Henshin! Cure Mofurun!,,Movie,1.0,,,2016-2016,,7.44
Mini Dragon Specials,,Special,8.0,,,2021-2021,,7.44
Omoide Poroporo,,Movie,1.0,,,1991-1991,,7.44
Piano no Mori (TV) 2nd Season,,TV,1.0,,,2019-2019,,7.44
Psycho-Pass 3,,TV,8.0,,,2019-2019,,7.44
Pokemon Evolutions,,ONA,8.0,,,2021-2021,,7.43
Digimon Adventure tri. 1: Saikai,,Movie,1.0,,,2015-2015,,7.43
Rakudai Kishi no Cavalry,,TV,1.0,,,2015-2015,,7.43
Saihate no Paladin: Tetsusabi no Yama no Ou,,TV,1.0,,,2023-2023,,7.43
Samurai 7,,TV,2.0,,,2004-2004,,7.43
Aggressive Retsuko (ONA) 5th Season,,ONA,1.0,,,2023-2023,,7.43
Ansatsu Kyoushitsu: Deai no Jikan,,Special,1.0,,,2014-2014,,7.43
Bleach Movie 1: Memories of Nobody,,Movie,1.0,,,2006-2006,,7.43
Boku no Hero Academia the Movie 3: World Heroes' Mission - Tabidachi,,Special,1.0,,,2022-2022,,7.43
Chouyaku Hyakuninisshu: Uta Koi.,,TV,1.0,,,2012-2012,,7.43
Hetalia World Series Specials,,Special,4.0,,,2011-2011,,7.43
Edens Zero 2nd Season,,TV,2.0,,,2023-2023,,7.43
Fanren Xiu Xian Chuan: Chongzhi Ban,,ONA,2.0,,,2023-2023,,7.43
Feng Ling Yu Xiu,,ONA,1.0,,,2017-2017,,7.43
Gabriel DropOut,,TV,1.0,,,2017-2017,,7.43
Genjitsu Shugi Yuusha no Oukoku Saikenki Part 2,,TV,1.0,,,2022-2022,,7.43
Haiyore! Nyaruko-san F,,OVA,1.0,,,2015-2015,,7.43
"One Piece Movie 09: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura",,Movie,1.0,,,2008-2008,,7.43
Houkago Teibou Nisshi,,TV,1.0,,,2020-2020,,7.43
Hetalia: The Beautiful World Specials,,Special,4.0,,,2013-2013,,7.43
Oshi ga Budoukan Ittekuretara Shinu,,TV,1.0,,,2020-2020,,7.43
Steins;Gate: Soumei Eichi no Cognitive Computing,,ONA,4.0,,,2014-2014,,7.43
Nozomanu Fushi no Boukensha,,TV,1.0,,,2024-2024,,7.43
Uchuu no Kishi Tekkaman Blade,,TV,4.0,,,1992-1992,,7.43
Sora no Otoshimono Forte,,TV,1.0,,,2010-2010,,7.43
"Tamayura: More Aggressive - Tsuitachi dake no Shuugakuryokou, nanode",,Special,1.0,,,2014-2014,,7.43
Tegamibachi: Hikari to Ao no Gensou Yawa,,Special,1.0,,,2008-2008,,7.43
Tennis no Oujisama: Atobe kara no Okurimono - Kimi ni Sasageru Tennis Prince Matsuri,,Movie,1.0,,,2005-2005,,7.43
To LOVE-Ru Darkness 2nd,,TV,1.0,,,2015-2015,,7.43
Tonikaku Kawaii: Kaisou,,TV,,,,2020-2020,,7.43
Toradora!: Bentou no Gokui,,Special,1.0,,,2011-2011,,7.43
Tennis no Oujisama Movie 2: Eikokushiki Teikyuu Shiro Kessen!,,Movie,1.0,,,2011-2011,,7.43
Wu Dong Qian Kun,,ONA,1.0,,,2019-2019,,7.43
Yowamushi Pedal: Re:Road,,Movie,1.0,,,2015-2015,,7.43
Kiniro no Corda: Primo Passo - Hitonatsu no Encore,,Special,1.0,,,2007-2007,,7.43
"Kumo no Mukou, Yakusoku no Basho",,Movie,1.0,,,2004-2004,,7.43
Meitantei Conan Movie 11: Konpeki no Jolly Roger,,Movie,1.0,,,2007-2007,,7.43
Mugen no Juunin: Immortal,,ONA,2.0,,,2019-2019,,7.43
Yoru no Kuni,,ONA,3.0,,,2021-2021,,7.43
Seijo no Maryoku wa Bannou desu Season 2,,TV,1.0,,,2023-2023,,7.42
"Kore wa Zombie desu ka? of the Dead: Hai, Minotake ni Attemasu",,OVA,1.0,,,2012-2012,,7.42
Kiratto Pri☆chan Season 2,,TV,5.0,,,2019-2019,,7.42
Kimi wo Aishita Hitori no Boku e,,Movie,1.0,,,2022-2022,,7.42
K: Seven Stories Movie 4 - Lost Small World - Ori no Mukou ni,,Movie,1.0,,,2018-2018,,7.42
Toradora! Recap,,OVA,1.0,,,2009-2009,,7.42
Zero no Tsukaima F,,TV,1.0,,,2012-2012,,7.42
Yokohama Kaidashi Kikou,,OVA,2.0,,,1998-1998,,7.42
Toshokan Sensou,,TV,1.0,,,2008-2008,,7.42
Tiger & Bunny 2,,ONA,1.0,,,2022-2022,,7.42
Koukaku Kidoutai Arise: Ghost in the Shell - Border:4 Ghost Stands Alone,,Movie,1.0,,,2014-2014,,7.42
Koukaku Kidoutai Arise: Ghost in the Shell - Border:1 Ghost Pain,,Movie,1.0,,,2013-2013,,7.42
Salaryman Kintarou,,TV,2.0,,,2001-2001,,7.42
Koukaku Kidoutai: Shin Movie,,Movie,1.0,,,2015-2015,,7.42
Marmalade Boy,,TV,7.0,,,1994-1994,,7.42
Meng Qi Shi Shen: Zaijie Liangyuan,,ONA,1.0,,,2021-2021,,7.42
Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?,,TV,1.0,,,2013-2013,,7.42
Naruto: Shippuuden Movie 4 - The Lost Tower,,Movie,1.0,,,2010-2010,,7.42
Oooku,,ONA,1.0,,,2023-2023,,7.42
Otome Youkai Zakuro,,TV,1.0,,,2010-2010,,7.42
Paniponi Dash!,,TV,2.0,,,2005-2005,,7.42
Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!,,Movie,1.0,,,1992-1992,,7.42
Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,,TV,1.0,,,2015-2015,,7.42
Pokemon XY,,TV,9.0,,,2013-2013,,7.42
Tenchi Muyou!,,TV,2.0,,,1995-1995,,7.42
Tenshi na Konamaiki,,TV,5.0,,,2002-2002,,7.42
K,,TV,1.0,,,2012-2012,,7.42
Idoly Pride,,TV,1.0,,,2021-2021,,7.42
High School DxD BorN,,TV,1.0,,,2015-2015,,7.42
Darker than Black: Ryuusei no Gemini,,TV,1.0,,,2009-2009,,7.42
Crayon Shin-chan Movie 29: Mystery Meki! Hana no Tenkasu Gakuen,,Movie,1.0,,,2021-2021,,7.42
Hakuouki: Reimeiroku,,TV,1.0,,,2012-2012,,7.42
Fukigen na Mononokean,,TV,1.0,,,2016-2016,,7.42
Ajin Part 1: Shoudou,,Movie,1.0,,,2015-2015,,7.42
Shugo Chara!! Doki,,TV,5.0,,,2008-2008,,7.42
SSSS.Dynazenon,,TV,1.0,,,2021-2021,,7.42
Dead Dead Demons Dededede Destruction,,Movie,2.0,,,2024-2024,,7.42
Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,,Movie,1.0,,,2007-2007,,7.42
Shonan Junai Gumi!,,OVA,5.0,,,1994-1994,,7.42
Captain Tsubasa Season 2: Junior Youth-hen,,TV,3.0,,,2023-2023,,7.42
Shingeki no Bahamut: Virgin Soul,,TV,2.0,,,2017-2017,,7.42
Genshiken Nidaime,,TV,1.0,,,2013-2013,,7.42
Huyao Xiao Hongniang: Beishan Yaodi,,ONA,8.0,,,2016-2016,,7.42
K: Seven Stories Movie 1 - R:B - Blaze,,Movie,1.0,,,2018-2018,,7.41
To LOVE-Ru Darkness,,TV,1.0,,,2012-2012,,7.41
Toaru Majutsu no Index Movie: Endymion no Kiseki,,Movie,1.0,,,2013-2013,,7.41
Tsugu Tsugumomo,,TV,1.0,,,2020-2020,,7.41
Senyuu. 2,,TV,1.0,,,2013-2013,,7.41
Sakigake!! Otokojuku,,TV,3.0,,,1988-1988,,7.41
Pretty Rhythm: Aurora Dream,,TV,5.0,,,2011-2011,,7.41
Captain Tsubasa (2018),,TV,5.0,,,2018-2018,,7.41
Lutu Weiji! Sheng Freya Hao Tebie Shijian,,ONA,1.0,,,2024-2024,,7.41
Kiniro no Corda: Primo Passo,,TV,2.0,,,2006-2006,,7.41
Towa no Quon 3: Mugen no Renza,,Movie,1.0,,,2011-2011,,7.41
Chou Denji Machine Voltes V,,TV,4.0,,,1977-1977,,7.41
Mahou Shoujo Lyrical Nanoha,,TV,1.0,,,2004-2004,,7.41
Pokemon XY: Mega Evolution,,TV,,,,2014-2014,,7.41
Soukyuu no Fafner: Dead Aggressor - The Beyond Part 3,,Movie,3.0,,,2020-2020,,7.41
Nodame Cantabile OVA,,OVA,1.0,,,2009-2009,,7.41
Mardock Scramble: The First Compression,,Movie,1.0,,,2010-2010,,7.41
Tokyo Ravens,,TV,2.0,,,2013-2013,,7.41
Mitsuboshi Colors,,TV,1.0,,,2018-2018,,7.41
Meitantei Conan Magic File 3: Shinichi to Ran Mahjong Pai to Tanabata no Omoide,,OVA,1.0,,,2009-2009,,7.41
Megami no Café Terrace 2nd Season,,TV,1.0,,,2024-2024,,7.41
Goblin Slayer,,TV,1.0,,,2018-2018,,7.41
Mugen no Ryvius,,TV,2.0,,,1999-1999,,7.41
Gokudou-kun Manyuuki,,TV,2.0,,,1999-1999,,7.41
Hetalia: The Beautiful World,,ONA,2.0,,,2013-2013,,7.41
Hanhua Riji,,ONA,1.0,,,2019-2019,,7.41
Gokusen,,TV,1.0,,,2004-2004,,7.41
Hori-san to Miyamura-kun,,OVA,6.0,,,2012-2012,,7.41
Tetsuwan Birdy Decode,,TV,1.0,,,2008-2008,,7.41
Simoun,,TV,2.0,,,2006-2006,,7.41
Tanaka-kun wa Itsumo Kedaruge Specials,,Special,7.0,,,2016-2016,,7.41
Ikoku Meiro no Croisée The Animation,,TV,1.0,,,2011-2011,,7.41
Gangsta.,,TV,1.0,,,2015-2015,,7.41
Jashin-chan Dropkick X,,TV,1.0,,,2022-2022,,7.41
Dragon Ball Z Movie 14: Kami to Kami,,Movie,1.0,,,2013-2013,,7.41
Jewelpet Twinkle☆,,TV,5.0,,,2010-2010,,7.41
Shinryaku! Ika Musume,,TV,1.0,,,2010-2010,,7.41
Doraemon Movie 36: Shin Nobita no Nippon Tanjou,,Movie,1.0,,,2016-2016,,7.41
Cowboy Bebop: Yose Atsume Blues,,TV,,,,1998-1998,,7.41
"Tamayura: Hitotose - Attakai Kaze no Omoide, nanode",,Special,1.0,,,2012-2012,,7.41
City Hunter: The Secret Service,,TV,,,,1996-1996,,7.41
Tales of Symphonia The Animation: Sekai Tougou-hen,,OVA,3.0,,,2011-2011,,7.41
