Title,English Name,Synonyms,Type,Episodes,Genres,Ranked,Aired,Streaming Platforms,Rating
Mikakunin de Shinkoukei,,,TV,1.0,,,,,7.36
Minami-ke Natsuyasumi,,,OVA,1.0,,,,,7.36
Naruto x UT,,,OVA,1.0,,,,,7.36
Nisekoi OVA,,,OVA,3.0,,,,,7.36
Oda Nobuna no Yabou,,,TV,1.0,,,,,7.36
Oruchuban Ebichu,,,TV,2.0,,,,,7.36
Otona Joshi no Anime Time,,,TV,,,,,,7.36
Prison School: Mad Wax,,,OVA,1.0,,,,,7.36
s.CRY.ed,,,TV,2.0,,,,,7.36
Saiyuuki Reload,,,TV,2.0,,,,,7.36
Senryuu Shoujo,,,TV,1.0,,,,,7.36
Kaginado Season 2,,,TV,1.0,,,,,7.35
Kaichou wa Maid-sama!: Goshujinsama to Asonjao♥,,,Special,1.0,,,,,7.35
Kamichu!,,,TV,1.0,,,,,7.35
Kaze no Shoujo Emily,,,TV,2.0,,,,,7.35
Kyokou Suiri Season 2,,,TV,1.0,,,,,7.35
Majokko Shimai no Yoyo to Nene,,,Movie,1.0,,,,,7.35
Mini Dragon,,,ONA,1.0,,,,,7.35
Oushitsu Kyoushi Heine Movie,,,Movie,1.0,,,,,7.35
Pokemon Movie 02: Maboroshi no Pokemon Lugia Bakutan,,,Movie,1.0,,,,,7.35
Quanzhi Fashi III,,,ONA,1.0,,,,,7.35
Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou,,,Movie,1.0,,,,,7.35
Rikei ga Koi ni Ochita no de Shoumei shitemita.,,,TV,1.0,,,,,7.35
Ryman's Club,,,TV,1.0,,,,,7.35
Ryuu no Haisha,,,TV,,,,,,7.35
Selector Spread WIXOSS,,,TV,1.0,,,,,7.35
Sentai Daishikkaku,,,TV,1.0,,,,,7.35
Seto no Hanayome OVA Specials,,,Special,2.0,,,,,7.35
AKB0048,,,TV,1.0,,,,,7.35
Amanchu!: Yakusoku no Natsu to Atarashii Omoide no Koto,,,OVA,1.0,,,,,7.35
Ao no Exorcist: Kyoto Fujouou-hen,,,TV,1.0,,,,,7.35
Boku no Hero Academia the Movie 1: Futari no Hero Specials,,,Special,2.0,,,,,7.35
Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,,,TV,5.0,,,,,7.35
Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Gokuu ga Yaraneba Dare ga Yaru,,,Movie,1.0,,,,,7.35
Future GPX Cyber Formula Saga,,,OVA,8.0,,,,,7.35
Hakuouki,,,TV,1.0,,,,,7.35
Hokkyoku Hyakkaten no Concierge-san,,,Movie,1.0,,,,,7.37
Hyouka: Motsubeki Mono wa,,,OVA,1.0,,,,,7.35
Jiang Ziya,,,Movie,1.0,,,,,7.35
"Shin Kimagure Orange☆Road: Soshite, Ano Natsu no Hajimari",,,Movie,1.0,,,,,7.35
Sora no Otoshimono: Project Pink,,,OVA,1.0,,,,,7.35
Strike Witches: Road to Berlin,,,TV,1.0,,,,,7.35
Tales of Zestiria: Doushi no Yoake,,,TV,,,,,,7.35
Tennis no Oujisama: Sonzoku Yama no Hi,,,OVA,1.0,,,,,7.35
Tiger & Bunny Movie 1: The Beginning,,,Movie,1.0,,,,,7.35
Uta no☆Prince-sama♪ Movie: Maji Love Kingdom,,,Movie,1.0,,,,,7.35
Xue Ying Ling Zhu,,,ONA,2.0,,,,,7.35
Yowamushi Pedal: Special Ride,,,OVA,1.0,,,,,7.35
Yuyushiki,,,TV,1.0,,,,,7.35
Shikanoko Nokonoko Koshitantan,,,TV,1.0,,,,,7.34
"Suisei no Gargantia: Meguru Kouro, Haruka",,,OVA,2.0,,,,,7.34
Taishou Yakyuu Musume.,,,TV,1.0,,,,,7.34
Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!,,,Special,1.0,,,,,7.34
The iDOLM@STER Cinderella Girls 2nd Season,,,TV,1.0,,,,,7.34
Toaru Majutsu no Index,,,TV,2.0,,,,,7.34
Urusei Yatsura OVA,,,OVA,1.0,,,,,7.34
Watashi no Oshi wa Akuyaku Reijou.,,,TV,1.0,,,,,7.34
Xian Wang de Richang Shenghuo 3,,,ONA,1.0,,,,,7.34
Xie Wang Zhui Qi: Yishi Qingcheng,,,ONA,1.0,,,,,7.34
Yokoyama Mitsuteru Sangokushi,,,TV,4.0,,,,,7.34
Yomigaeru Sora: Rescue Wings,,,TV,1.0,,,,,7.34
Yuan Long,,,ONA,1.0,,,,,7.34
Karakuri Zoushi Ayatsuri Sakon,,,TV,2.0,,,,,7.34
Kemonozume,,,TV,1.0,,,,,7.34
Kenka Dokugaku,,,TV,1.0,,,,,7.34
Kidou Senshi Gundam: Cucuruz Doan no Shima,,,Movie,1.0,,,,,7.34
Ling Long: Incarnation,,,ONA,6.0,,,,,7.34
Mai-Otome 0: S.ifr,,,OVA,3.0,,,,,7.34
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",,,TV,1.0,,,,,7.34
Mononogatari 2nd Season,,,TV,1.0,,,,,7.34
Nakitai Watashi wa Neko wo Kaburu,,,Movie,1.0,,,,,7.34
Nami yo Kiitekure,,,TV,1.0,,,,,7.34
Net-juu no Susume Special,,,Special,1.0,,,,,7.34
Nisekoi:,,,TV,1.0,,,,,7.34
Nodame Cantabile: Nodame to Chiaki no Umi Monogatari,,,Special,1.0,,,,,7.34
Ookiku Furikabutte: Natsu no Taikai-hen – Mokuhyou,,,Special,1.0,,,,,7.34
Owaranai Seraph,,,Special,9.0,,,,,7.34
Owaranai Seraph: Nagoya-hen,,,Special,4.0,,,,,7.34
Plawres Sanshirou,,,TV,3.0,,,,,7.34
Poputepipikku TV Special,,,TV,,,,,,7.34
Re:␣Hamatora,,,TV,1.0,,,,,7.34
Rekka no Honoo,,,TV,4.0,,,,,7.34
Sabage-bu!,,,TV,1.0,,,,,7.34
Seitokai no Ichizon Lv.2,,,ONA,1.0,,,,,7.34
"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",,,TV,1.0,,,,,7.34
Afro Samurai: Resurrection,,,Movie,1.0,,,,,7.34
Ani ni Tsukeru Kusuri wa Nai! 5,,,ONA,1.0,,,,,7.34
Aoki Hagane no Arpeggio: Ars Nova,,,TV,1.0,,,,,7.34
BNA,,,TV,1.0,,,,,7.34
Captain Tsubasa,,,TV,1.0,,,,,7.34
City Hunter: Kinkyuu Namachuukei!? Kyouakuhan Saeba Ryou no Saigo,,,TV,,,,,,7.34
Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,,,Movie,1.0,,,,,7.34
Doraemon: Obaachan no Omoide,,,Movie,1.0,,,,,7.34
Futatsu no Spica,,,TV,2.0,,,,,7.34
Garo: Honoo no Kokuin,,,TV,2.0,,,,,7.34
Ginga Tetsudou no Yoru,,,Movie,1.0,,,,,7.34
Hadashi no Gen 2,,,Movie,1.0,,,,,7.34
Handa-kun,,,TV,1.0,,,,,7.34
Hikaru no Go: Sabaki no Ikkyoku! Inishie no Hana yo Sake!!,,,OVA,1.0,,,,,7.34
Bokutachi wa Benkyou ga Dekinai!,,,TV,1.0,,,,,7.33
Carnival Phantasm: HibiChika Special,,,Special,1.0,,,,,7.33
City Hunter: Bay City Wars,,,Movie,1.0,,,,,7.33
Doraemon Movie 12: Nobita no Dorabian Nights,,,Movie,1.0,,,,,7.33
Doraemon Movie 38: Nobita no Takarajima,,,Movie,1.0,,,,,7.33
Doraemon: 2112-nen Doraemon Tanjou,,,Movie,1.0,,,,,7.33
Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa,,,Special,1.0,,,,,7.33
Future GPX Cyber Formula,,,TV,3.0,,,,,7.33
Gatchaman Crowds: Embrace,,,Special,1.0,,,,,7.33
Ginga Kikoutai Majestic Prince,,,TV,2.0,,,,,7.33
Glass no Kamen,,,TV,2.0,,,,,7.33
Hifuu Katsudou Kiroku: The Sealed Esoteric History,,,OVA,,,,,,7.33
Honobono Log,,,TV,1.0,,,,,7.33
Huyao Xiao Hongniang: Nan Guo,,,ONA,2.0,,,,,7.33
Idaten Jump,,,TV,5.0,,,,,7.33
"Ikoku Meiro no Croisée The Animation: Ongakkai ""Récital""",,,Special,1.0,,,,,7.33
Jibaku-kun,,,TV,2.0,,,,,7.33
Shakugan no Shana S,,,OVA,4.0,,,,,7.33
Shokugeki no Souma OVA,,,OVA,2.0,,,,,7.33
Slayers Specials,,,OVA,3.0,,,,,7.33
The iDOLM@STER Cinderella Girls: U149 Special,,,Special,1.0,,,,,7.33
Toshokan Sensou: Koi no Shougai,,,Special,1.0,,,,,7.33
Trinity Seven Movie 2: Heavens Library to Crimson Lord,,,Movie,1.0,,,,,7.33
Trinity Seven: Nanatsu no Taizai to Nana Madoushi,,,OVA,1.0,,,,,7.33
Uchuu no Stellvia,,,TV,2.0,,,,,7.33
Un-Go,,,TV,1.0,,,,,7.33
Wan Jie Fa Shen,,,ONA,5.0,,,,,7.33
Wonderful Precure!,,,TV,,,,,,7.33
Yuru Camp△ Season 3 Specials,,,Special,3.0,,,,,7.34
Journey: Taiko Arabia Hantou de no Kiseki to Tatakai no Monogatari,,,Movie,1.0,,,,,7.33
Kidou Senshi Gundam II: Ai Senshi-hen,,,Movie,1.0,,,,,7.33
Kidou Shinseiki Gundam X,,,TV,3.0,,,,,7.33
Kore wa Zombie desu ka?,,,TV,1.0,,,,,7.33
Koukaku Kidoutai Arise: Ghost in the Shell - Border:3 Ghost Tears,,,Movie,1.0,,,,,7.33
Ling Long: Incarnation Middle Chapter,,,ONA,1.0,,,,,7.33
Lodoss-tou Senki,,,OVA,1.0,,,,,7.33
Love Live! μ's Final Love Live! Opening Animation,,,Special,1.0,,,,,7.33
Lupin III: Part 6 - Jidai,,,TV,,,,,,7.33
Meitantei Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,,,OVA,1.0,,,,,7.33
Meitantei Conan: Haibara Ai Monogatari - Kurogane no Mystery Train,,,Movie,1.0,,,,,7.33
Nanbaka,,,TV,1.0,,,,,7.33
Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,,,Movie,1.0,,,,,7.33
Nogizaka Haruka no Himitsu Finale ♪,,,OVA,4.0,,,,,7.33
One Piece: Romance Dawn Story,,,OVA,1.0,,,,,7.33
Otome Game Sekai wa Mob ni Kibishii Sekai desu,,,TV,1.0,,,,,7.33
Pandora Hearts Omake,,,Special,9.0,,,,,7.33
Rozen Maiden (2013),,,TV,1.0,,,,,7.33
Saber Marionette J,,,TV,2.0,,,,,7.33
Sakasama no Patema: Beginning of the Day,,,Special,4.0,,,,,7.33
Sakurada Reset,,,TV,2.0,,,,,7.33
Kaikan Phrase,,,TV,4.0,,,,,7.32
Katekyou Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview,,,Special,3.0,,,,,7.32
Kimi ni Todoke 2nd Season: Minitodo Gekijou,,,Special,3.0,,,,,7.32
Koori Zokusei Danshi to Cool na Douryou Joshi,,,TV,1.0,,,,,7.32
Kure-nai,,,TV,1.0,,,,,7.32
Little Busters! Sekai no Saitou wa Ore ga Mamoru!,,,OVA,1.0,,,,,7.32
Meitantei Conan OVA 02: 16-nin no Yougisha,,,OVA,1.0,,,,,7.32
Meng Qi Shi Shen,,,ONA,1.0,,,,,7.32
Minami-ke Okawari,,,TV,1.0,,,,,7.32
Nekojiru-sou,,,OVA,1.0,,,,,7.32
Nihon Animator Mihonichi,,,ONA,3.0,,,,,7.32
Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,,,ONA,4.0,,,,,7.32
Papa no Iukoto wo Kikinasai! OVA,,,OVA,2.0,,,,,7.32
Pokemon Movie 08: Mew to Hadou no Yuusha Lucario,,,Movie,1.0,,,,,7.32
Quanzhi Fashi IV,,,ONA,1.0,,,,,7.32
Sengoku Basara,,,TV,1.0,,,,,7.32
Sewayaki Kitsune no Senko-san,,,TV,1.0,,,,,7.32
"""Bungaku Shoujo"" Movie",,,Movie,1.0,,,,,7.32
Aa! Megami-sama! (2011),,,OVA,3.0,,,,,7.32
Allison to Lillia,,,TV,2.0,,,,,7.32
Bartender,,,TV,1.0,,,,,7.32
Beelzebub Specials,,,Special,1.0,,,,,7.32
Black Cat (TV),,,TV,2.0,,,,,7.32
Black Jack the Movie,,,Movie,1.0,,,,,7.32
Blue Lock: Episode Nagi,,,Movie,1.0,,,,,7.32
Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi,,,Special,1.0,,,,,7.32
Cardcaptor Sakura: Kero-chan ni Omakase!,,,Movie,1.0,,,,,7.32
City Hunter: Hyakuman Dollar no Inbou,,,Movie,1.0,,,,,7.32
D-Frag!*,,,OVA,1.0,,,,,7.32
Date A Live Movie: Mayuri Judgment,,,Movie,1.0,,,,,7.32
Drifters: The Outlandish Knight,,,OVA,1.0,,,,,7.32
Free!,,,TV,1.0,,,,,7.32
Fuuto Tantei,,,TV,1.0,,,,,7.32
Healer Girl,,,TV,1.0,,,,,7.32
High School DxD,,,TV,1.0,,,,,7.32
Himouto! Umaru-chan R,,,TV,1.0,,,,,7.32
Strike Witches: Operation Victory Arrow,,,OVA,3.0,,,,,7.32
Tamayura: Hitotose,,,TV,1.0,,,,,7.32
Tennis no Oujisama Movie 1: Futari no Samurai - The First Game,,,Movie,1.0,,,,,7.32
Xian Wang de Richang Shenghuo,,,ONA,1.0,,,,,7.32
Xin Shen Bang: Nezha Chongsheng,,,Movie,1.0,,,,,7.32
Zoids Shinseiki/Zero,,,TV,2.0,,,,,7.32
Shigofumi: Sore kara,,,Special,1.0,,,,,7.31
Shokugeki no Souma: Gou no Sara,,,TV,1.0,,,,,7.31
Shoukoushi Cedie,,,TV,4.0,,,,,7.31
Slam Dunk (Movie),,,Movie,1.0,,,,,7.31
Slayers Great,,,Movie,1.0,,,,,7.31
Soukyuu no Fafner: Dead Aggressor - The Beyond Part 2,,,Movie,3.0,,,,,7.31
Steamboy,,,Movie,1.0,,,,,7.31
Time Travel Tondekeman!,,,TV,3.0,,,,,7.31
Tonari no Youkai-san,,,TV,1.0,,,,,7.31
Tsuki to Laika to Nosferatu,,,TV,1.0,,,,,7.31
Vivy: Fluorite Eye's Song - To Make Everyone Happy With My Singing,,,TV,,,,,,7.31
World Dai Star,,,TV,1.0,,,,,7.31
Xian Wu Chuan 2nd Season,,,ONA,1.0,,,,,7.31
Yao Shen Ji,,,ONA,4.0,,,,,7.31
"Yuyushiki: Komarasetari, Komarasaretari",,,OVA,1.0,,,,,7.31
Zero no Tsukaima: Princesses no Rondo,,,TV,1.0,,,,,7.31
Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone,,,TV,5.0,,,,,7.31
Legendz: Yomigaeru Ryuuou Densetsu,,,TV,5.0,,,,,7.31
Li Linke de Xiao Guaner 2nd Season,,,ONA,1.0,,,,,7.31
Lian Qi Shi Wan Nian,,,ONA,2.0,,,,,7.31
Ling Long: Incarnation Special,,,ONA,1.0,,,,,7.31
Love Hina Christmas Special: Silent Eve,,,TV,,,,,,7.31
Love Lab,,,TV,1.0,,,,,7.31
Lupin III: Kutabare! Nostradamus,,,Movie,1.0,,,,,7.31
Mama wa Shougaku 4-nensei,,,TV,5.0,,,,,7.31
Mardock Scramble: The Second Combustion,,,Movie,1.0,,,,,7.31
Mazinkaiser,,,OVA,7.0,,,,,7.31
Megami no Café Terrace,,,TV,1.0,,,,,7.31
Ojamajo Doremi,,,TV,5.0,,,,,7.31
Onegai My Melody: Kurukuru Shuffle!,,,TV,5.0,,,,,7.31
Ousama Ranking: Yuuki no Takarabako,,,TV,1.0,,,,,7.31
Piano no Mori (TV),,,TV,1.0,,,,,7.31
Re:Zero kara Hajimeru Break Time 2nd Season,,,Special,2.0,,,,,7.31
Robotics;Notes,,,TV,2.0,,,,,7.31
Saki Achiga-hen: Episode of Side-A,,,TV,1.0,,,,,7.31
Aa! Megami-sama! (TV),,,TV,2.0,,,,,7.31
Ame wo Tsugeru Hyouryuu Danchi,,,Movie,1.0,,,,,7.31
Appleseed Saga Ex Machina,,,Movie,1.0,,,,,7.31
Araburu Kisetsu no Otome-domo yo.,,,TV,1.0,,,,,7.31
Aria the Natural: Sono Futatabi Deaeru Kiseki ni...,,,Special,1.0,,,,,7.31
Baise Shandian,,,ONA,6.0,,,,,7.31
Baki,,,ONA,2.0,,,,,7.31
Bishoujo Senshi Sailor Moon SuperS Gaiden: Ami-chan no Hatsukoi,,,Special,1.0,,,,,7.31
Captain Herlock,,,Movie,1.0,,,,,7.31
Chibi Maruko-chan (1995),,,TV,,,,,,7.31
Cinderella Monogatari,,,TV,2.0,,,,,7.31
Crayon Shin-chan Movie 04: Henderland no Daibouken,,,Movie,1.0,,,,,7.31
Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,,,TV,1.0,,,,,7.31
Dareka no Manazashi,,,Movie,1.0,,,,,7.31
Date A Live: Date to Date,,,OVA,1.0,,,,,7.31
"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen",,,Movie,1.0,,,,,7.31
Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,,,Movie,1.0,,,,,7.31
Girls & Panzer Movie Specials,,,Special,3.0,,,,,7.31
Hanayamata,,,TV,1.0,,,,,7.31
Hottarake no Shima: Haruka to Mahou no Kagami,,,Movie,1.0,,,,,7.31
Huyao Xiao Hongniang: Zhu Ye,,,ONA,1.0,,,,,7.31
Initial D Extra Stage,,,OVA,2.0,,,,,7.31
Artiswitch,,,ONA,6.0,,,,,7.30
Bai Lian Cheng Shen,,,ONA,5.0,,,,,7.30
Bakemonogatari Recap,,,TV,,,,,,7.30
Bamboo Blade,,,TV,2.0,,,,,7.30
"Chi's Sweet Home: Chi to Kocchi, Deau.",,,OVA,1.0,,,,,7.30
Doraemon Movie 29: Shin Nobita no Uchuu Kaitakushi,,,Movie,1.0,,,,,7.30
Fuyu no Sonata,,,TV,2.0,,,,,7.30
Ganbare Genki,,,TV,3.0,,,,,7.30
Hayate no Gotoku!!: Atsu ga Natsuize - Mizugi-hen!,,,OVA,1.0,,,,,7.30
Henjin no Salad Bowl,,,TV,1.0,,,,,7.30
High School Fleet,,,TV,1.0,,,,,7.30
Shi Yi Chang An: Mingyue Jishi You Er,,,ONA,1.0,,,,,7.30
Shin Atashin'chi,,,TV,2.0,,,,,7.30
Shinrei Tantei Yakumo,,,TV,1.0,,,,,7.30
Slayers Return,,,Movie,1.0,,,,,7.30
Smile Precure! Movie: Ehon no Naka wa Minna Chiguhagu!,,,Movie,1.0,,,,,7.30
Sousei no Onmyouji,,,TV,5.0,,,,,7.30
Tales of Zestiria the Cross 2nd Season,,,TV,1.0,,,,,7.30
Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!,,,OVA,1.0,,,,,7.30
The Animatrix,,,OVA,9.0,,,,,7.30
The Third: Aoi Hitomi no Shoujo,,,TV,2.0,,,,,7.30
Tiger Mask Nisei,,,TV,3.0,,,,,7.30
"Tokyo Ghoul: ""Jack""",,,OVA,1.0,,,,,7.30
Tom Sawyer no Bouken,,,TV,4.0,,,,,7.30
Towa no Quon 2: Konton no Ranbu,,,Movie,1.0,,,,,7.30
Tsubasa Chronicle: Tori Kago no Kuni no Himegimi,,,Movie,1.0,,,,,7.30
Uma Musume: Pretty Derby,,,TV,1.0,,,,,7.30
Wagamama☆Fairy Mirumo de Pon!,,,TV,1.0,,,,,7.30
Wu Geng Ji,,,ONA,3.0,,,,,7.30
Yao Shen Ji 2nd Season,,,ONA,4.0,,,,,7.30
Kidou Senshi Gundam 00 Movie: A Wakening of the Trailblazer,,,Movie,1.0,,,,,7.30
Love Live! Nijigasaki Gakuen School Idol Doukoukai: Next Sky,,,OVA,1.0,,,,,7.30
Mi Yu Xingzhe,,,ONA,1.0,,,,,7.30
Odekake Kozame,,,ONA,6.0,,,,,7.30
One Piece Movie 08: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,,,Movie,1.0,,,,,7.30
One Piece: Mamore! Saigo no Oobutai,,,TV,,,,,,7.30
Onegai My Melody,,,TV,5.0,,,,,7.30
Ore wo Suki nano wa Omae dake ka yo,,,TV,1.0,,,,,7.30
Pokemon Diamond & Pearl,,,TV,1.0,,,,,7.30
Pokemon Movie 10: Dialga vs. Palkia vs. Darkrai,,,Movie,1.0,,,,,7.30
Precure All Stars Movie DX: Minna Tomodachi☆Kiseki no Zenin Daishuugou!,,,Movie,1.0,,,,,7.30
Precure All Stars Movie New Stage 3: Eien no Tomodachi,,,Movie,1.0,,,,,7.30
Quanzhi Fashi V,,,ONA,1.0,,,,,7.30
Rakuen Tsuihou,,,Movie,1.0,,,,,7.30
Rikei ga Koi ni Ochita no de Shoumei shitemita. Heart,,,TV,1.0,,,,,7.30
Ristorante Paradiso,,,TV,1.0,,,,,7.30
Seijo no Maryoku wa Bannou desu,,,TV,1.0,,,,,7.30
Seitokai no Ichizon,,,TV,1.0,,,,,7.30
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze Recaps,,,TV,,,,,,7.29
K: Seven Stories Movie 2 - Side:Blue - Tenrou no Gotoku,,,Movie,1.0,,,,,7.29
Kowarekake no Orgel,,,OVA,1.0,,,,,7.29
Long Zu Episode 0,,,ONA,1.0,,,,,7.29
Lupin III: Walther P38,,,TV,,,,,,7.29
"Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga, Dou Medereba Ii?",,,TV,1.0,,,,,7.29
Mei to Koneko Bus,,,Special,1.0,,,,,7.29
Mirai Nikki: Redial,,,OVA,1.0,,,,,7.29
Mushibugyou,,,TV,2.0,,,,,7.29
Naruto: Shippuuden Movie 1,,,Movie,1.0,,,,,7.29
Nu Wushen de Canzhuo II,,,ONA,8.0,,,,,7.29
Onihei,,,TV,1.0,,,,,7.29
Peace Maker Kurogane,,,TV,2.0,,,,,7.29
Poketoon,,,ONA,8.0,,,,,7.29
Poputepipikku,,,TV,1.0,,,,,7.29
Rurouni Kenshin Special,,,Special,1.0,,,,,7.29
Saezuru Tori wa Habatakanai: Don't Stay Gold,,,OVA,1.0,,,,,7.29
School Rumble San Gakki,,,OVA,2.0,,,,,7.29
Seitokai no Ichizon Lv.2: Watasu Seitokai,,,OVA,1.0,,,,,7.29
Aoshi Jiuchong Tian,,,ONA,1.0,,,,,7.29
Aura: Maryuuin Kouga Saigo no Tatakai,,,Movie,1.0,,,,,7.29
Bubblegum Crisis,,,OVA,8.0,,,,,7.29
Buddy Complex: Kanketsu-hen - Ano Sora ni Kaeru Mirai de,,,TV,,,,,,7.29
Busou Renkin,,,TV,2.0,,,,,7.29
D4DJ Double Mix,,,TV,,,,,,7.29
Doraemon Movie 19: Nobita no Nankai Daibouken,,,Movie,1.0,,,,,7.29
Doraemon Movie 32: Nobita to Kiseki no Shima - Animal Adventure,,,Movie,1.0,,,,,7.29
Emo Faze,,,ONA,2.0,,,,,7.29
Fullmetal Alchemist: Premium Collection,,,OVA,3.0,,,,,7.29
Future GPX Cyber Formula 11,,,OVA,6.0,,,,,7.29
Gaikotsu Shotenin Honda-san,,,TV,1.0,,,,,7.29
Gimai Seikatsu,,,TV,1.0,,,,,7.29
Ginban Kaleidoscope,,,TV,1.0,,,,,7.29
GJ-bu,,,TV,1.0,,,,,7.29
Heisei Tanuki Gassen Ponpoko,,,Movie,1.0,,,,,7.29
Hisone to Maso-tan,,,TV,1.0,,,,,7.29
Shin Chou Kyou Ryo: Condor Hero,,,TV,2.0,,,,,7.29
Slayers Excellent,,,OVA,3.0,,,,,7.29
Slayers Gorgeous,,,Movie,1.0,,,,,7.29
Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey,,,OVA,1.0,,,,,7.29
Speed Grapher,,,TV,2.0,,,,,7.29
Strike Witches 2,,,TV,1.0,,,,,7.29
Tetsujin 28-gou (2004),,,TV,2.0,,,,,7.29
Yuuki Yuuna wa Yuusha de Aru: Dai Mankai no Shou,,,TV,1.0,,,,,7.29
Zhui Xu,,,ONA,1.0,,,,,7.29
Zoku Touken Ranbu: Hanamaru,,,TV,1.0,,,,,7.29
Shaonian Ge Xing: Feng Hua Xue Yue Pian Part 2,,,ONA,1.0,,,,,7.28
Shashinkan,,,Movie,1.0,,,,,7.28
Shin Grimm Meisaku Gekijou,,,TV,2.0,,,,,7.28
Shinryaku! Ika Musume Specials,,,Special,2.0,,,,,7.28
Soukyuu no Fafner: Dead Aggressor - The Beyond,,,Movie,3.0,,,,,7.28
Suite Precure♪,,,TV,4.0,,,,,7.28
Tanaka-kun wa Kyou mo Kedaruge,,,ONA,3.0,,,,,7.28
Tari Tari,,,TV,1.0,,,,,7.28
Tiger Mask,,,TV,1.0,,,,,7.28
Towa no Quon 1: Utakata no Kaben,,,Movie,1.0,,,,,7.28
Trinity Blood,,,TV,2.0,,,,,7.28
Uchuu Show e Youkoso,,,Movie,1.0,,,,,7.28
Zegapain,,,TV,2.0,,,,,7.28
Zettai Karen Children,,,TV,5.0,,,,,7.28
Zhan Shen: Fanchen Shenyu,,,ONA,1.0,,,,,7.28
Kami nomi zo Shiru Sekai: 4-nin to Idol,,,OVA,1.0,,,,,7.28
Kamisama no Inai Nichiyoubi,,,TV,1.0,,,,,7.28
Kao Ni La Zhanshen Xitong,,,ONA,1.0,,,,,7.28
Kiba,,,TV,5.0,,,,,7.28
Kuma Kuma Kuma Bear Punch!,,,TV,1.0,,,,,7.28
Kurau Phantom Memory,,,TV,2.0,,,,,7.28
Ling Long: Incarnation Final Chapter,,,ONA,2.0,,,,,7.28
Long Zhi Gu: Jingling Wangzuo,,,Movie,1.0,,,,,7.28
Lupin III: Otakara Henkyaku Daisakusen!!,,,TV,,,,,,7.28
Lupin III: Part III,,,TV,5.0,,,,,7.28
Macross Δ,,,TV,2.0,,,,,7.28
Mahoraba: Heartful Days,,,TV,2.0,,,,,7.28
Mahouka Koukou no Rettousei: Raihousha-hen,,,TV,1.0,,,,,7.28
Maria-sama ga Miteru,,,TV,1.0,,,,,7.28
Maria-sama ga Miteru Specials,,,Special,7.0,,,,,7.28
Marmalade Boy Movie,,,Movie,1.0,,,,,7.28
Mirai no Mirai,,,Movie,1.0,,,,,7.28
Naruto: Shippuuden Movie 2 - Kizuna,,,Movie,1.0,,,,,7.28
Noir,,,TV,2.0,,,,,7.28
Senyuu.,,,TV,1.0,,,,,7.28
Aa! Megami-sama!,,,OVA,5.0,,,,,7.28
Aggressive Retsuko (ONA) 4th Season,,,ONA,1.0,,,,,7.28
Aharen-san wa Hakarenai,,,TV,1.0,,,,,7.28
Air in Summer,,,Special,2.0,,,,,7.28
Amagami SS,,,TV,2.0,,,,,7.28
Ao no Exorcist: Kuro no Iede,,,Special,1.0,,,,,7.28
Aoyama Goushou Tanpenshuu,,,Special,7.0,,,,,7.28
Bai Yao Pu,,,ONA,1.0,,,,,7.28
Beelzebub: Hirotta Akachan wa Daimaou!?,,,Special,1.0,,,,,7.28
Bishoujo Senshi Sailor Moon: Sailor Stars - Hero Club,,,OVA,3.0,,,,,7.28
Bleach: Sennen Kessen-hen - Ketsubetsu-tan Recap,,,TV,,,,,,7.28
Danna ga Nani wo Itteiru ka Wakaranai Ken,,,TV,1.0,,,,,7.28
Dead Mount Death Play,,,TV,1.0,,,,,7.28
Denpa Onna to Seishun Otoko: Mayonaka no Taiyou,,,Special,1.0,,,,,7.28
Detroit Metal City: Birth of the Metal Devil,,,Special,1.0,,,,,7.28
Digimon Adventure tri. 4: Soushitsu,,,Movie,1.0,,,,,7.28
Dogs: Bullets & Carnage,,,OVA,4.0,,,,,7.28
Fate/Grand Order: Fujimaru Ritsuka wa Wakaranai,,,ONA,3.0,,,,,7.28
Final Fantasy VII: Last Order,,,Special,1.0,,,,,7.28
